geo_code,year,naics,jobs
3554066,2016,11,0.0
3554066,2016,21,25.0
3554066,2016,22,0.0
3554066,2016,23,0.0
3554066,2016,31-33,0.0
3554066,2016,41,0.0
3554066,2016,44-45,10.0
3554066,2016,48-49,10.0
3554066,2016,51,0.0
3554066,2016,52,0.0
3554066,2016,53,0.0
3554066,2016,54,10.0
3554066,2016,55,0.0
3554066,2016,56,0.0
3554066,2016,61,0.0
3554066,2016,62,20.0
3554066,2016,71,0.0
3554066,2016,72,0.0
3554066,2016,81,0.0
3554066,2016,91,10.0
3554068,2016,11,40.0
3554068,2016,21,760.0
3554068,2016,22,45.0
3554068,2016,23,155.0
3554068,2016,31-33,165.0
3554068,2016,41,25.0
3554068,2016,44-45,415.0
3554068,2016,48-49,115.0
3554068,2016,51,30.0
3554068,2016,52,45.0
3554068,2016,53,30.0
3554068,2016,54,105.0
3554068,2016,55,0.0
3554068,2016,56,100.0
3554068,2016,61,255.0
3554068,2016,62,580.0
3554068,2016,71,35.0
3554068,2016,72,295.0
3554068,2016,81,110.0
3554068,2016,91,290.0
3554094,2016,11,165.0
3554094,2016,21,215.0
3554094,2016,22,25.0
3554094,2016,23,75.0
3554094,2016,31-33,105.0
3554094,2016,41,15.0
3554094,2016,44-45,135.0
3554094,2016,48-49,75.0
3554094,2016,51,0.0
3554094,2016,52,15.0
3554094,2016,53,20.0
3554094,2016,54,60.0
3554094,2016,55,0.0
3554094,2016,56,40.0
3554094,2016,61,95.0
3554094,2016,62,205.0
3554094,2016,71,10.0
3554094,2016,72,80.0
3554094,2016,81,70.0
3554094,2016,91,80.0
3556014,2016,11,80.0
3556014,2016,21,260.0
3556014,2016,22,10.0
3556014,2016,23,115.0
3556014,2016,31-33,35.0
3556014,2016,41,30.0
3556014,2016,44-45,90.0
3556014,2016,48-49,45.0
3556014,2016,51,10.0
3556014,2016,52,20.0
3556014,2016,53,0.0
3556014,2016,54,25.0
3556014,2016,55,0.0
3556014,2016,56,15.0
3556014,2016,61,45.0
3556014,2016,62,140.0
3556014,2016,71,0.0
3556014,2016,72,45.0
3556014,2016,81,45.0
3556014,2016,91,70.0
3556027,2016,11,330.0
3556027,2016,21,3045.0
3556027,2016,22,205.0
3556027,2016,23,1530.0
3556027,2016,31-33,740.0
3556027,2016,41,555.0
3556027,2016,44-45,2910.0
3556027,2016,48-49,995.0
3556027,2016,51,265.0
3556027,2016,52,570.0
3556027,2016,53,290.0
3556027,2016,54,900.0
3556027,2016,55,10.0
3556027,2016,56,760.0
3556027,2016,61,1425.0
3556027,2016,62,3055.0
3556027,2016,71,280.0
3556027,2016,72,1635.0
3556027,2016,81,1010.0
3556027,2016,91,1435.0
3556031,2016,11,25.0
3556031,2016,21,250.0
3556031,2016,22,55.0
3556031,2016,23,95.0
3556031,2016,31-33,95.0
3556031,2016,41,15.0
3556031,2016,44-45,215.0
3556031,2016,48-49,85.0
3556031,2016,51,30.0
3556031,2016,52,10.0
3556031,2016,53,10.0
3556031,2016,54,60.0
3556031,2016,55,0.0
3556031,2016,56,55.0
3556031,2016,61,190.0
3556031,2016,62,335.0
3556031,2016,71,20.0
3556031,2016,72,75.0
3556031,2016,81,85.0
3556031,2016,91,150.0
3556033,2016,11,0.0
3556033,2016,21,10.0
3556033,2016,22,10.0
3556033,2016,23,0.0
3556033,2016,31-33,0.0
3556033,2016,41,0.0
3556033,2016,44-45,0.0
3556033,2016,48-49,0.0
3556033,2016,51,0.0
3556033,2016,52,0.0
3556033,2016,53,0.0
3556033,2016,54,0.0
3556033,2016,55,0.0
3556033,2016,56,0.0
3556033,2016,61,0.0
3556033,2016,62,0.0
3556033,2016,71,0.0
3556033,2016,72,10.0
3556033,2016,81,10.0
3556033,2016,91,15.0
3556042,2016,11,125.0
3556042,2016,21,155.0
3556042,2016,22,45.0
3556042,2016,23,335.0
3556042,2016,31-33,250.0
3556042,2016,41,45.0
3556042,2016,44-45,290.0
3556042,2016,48-49,235.0
3556042,2016,51,15.0
3556042,2016,52,40.0
3556042,2016,53,10.0
3556042,2016,54,95.0
3556042,2016,55,10.0
3556042,2016,56,65.0
3556042,2016,61,145.0
3556042,2016,62,290.0
3556042,2016,71,20.0
3556042,2016,72,230.0
3556042,2016,81,115.0
3556042,2016,91,180.0
3556048,2016,11,10.0
3556048,2016,21,55.0
3556048,2016,22,20.0
3556048,2016,23,55.0
3556048,2016,31-33,20.0
3556048,2016,41,10.0
3556048,2016,44-45,40.0
3556048,2016,48-49,15.0
3556048,2016,51,0.0
3556048,2016,52,15.0
3556048,2016,53,0.0
3556048,2016,54,15.0
3556048,2016,55,0.0
3556048,2016,56,10.0
3556048,2016,61,55.0
3556048,2016,62,50.0
3556048,2016,71,10.0
3556048,2016,72,10.0
3556048,2016,81,15.0
3556048,2016,91,20.0
3556052,2016,11,15.0
3556052,2016,21,10.0
3556052,2016,22,10.0
3556052,2016,23,25.0
3556052,2016,31-33,35.0
3556052,2016,41,0.0
3556052,2016,44-45,35.0
3556052,2016,48-49,0.0
3556052,2016,51,0.0
3556052,2016,52,0.0
3556052,2016,53,0.0
3556052,2016,54,0.0
3556052,2016,55,0.0
3556052,2016,56,0.0
3556052,2016,61,0.0
3556052,2016,62,20.0
3556052,2016,71,0.0
3556052,2016,72,0.0
3556052,2016,81,25.0
3556052,2016,91,10.0
3556056,2016,11,15.0
3556056,2016,21,30.0
3556056,2016,22,40.0
3556056,2016,23,40.0
3556056,2016,31-33,85.0
3556056,2016,41,0.0
3556056,2016,44-45,65.0
3556056,2016,48-49,35.0
3556056,2016,51,10.0
3556056,2016,52,20.0
3556056,2016,53,0.0
3556056,2016,54,20.0
3556056,2016,55,0.0
3556056,2016,56,0.0
3556056,2016,61,30.0
3556056,2016,62,80.0
3556056,2016,71,10.0
3556056,2016,72,45.0
3556056,2016,81,35.0
3556056,2016,91,30.0
3556066,2016,11,85.0
3556066,2016,21,180.0
3556066,2016,22,95.0
3556066,2016,23,265.0
3556066,2016,31-33,460.0
3556066,2016,41,35.0
3556066,2016,44-45,515.0
3556066,2016,48-49,155.0
3556066,2016,51,45.0
3556066,2016,52,75.0
3556066,2016,53,25.0
3556066,2016,54,80.0
3556066,2016,55,0.0
3556066,2016,56,125.0
3556066,2016,61,330.0
3556066,2016,62,575.0
3556066,2016,71,60.0
3556066,2016,72,295.0
3556066,2016,81,250.0
3556066,2016,91,170.0
3556070,2016,11,10.0
3556070,2016,21,10.0
3556070,2016,22,0.0
3556070,2016,23,25.0
3556070,2016,31-33,45.0
3556070,2016,41,0.0
3556070,2016,44-45,70.0
3556070,2016,48-49,35.0
3556070,2016,51,0.0
3556070,2016,52,0.0
3556070,2016,53,10.0
3556070,2016,54,10.0
3556070,2016,55,0.0
3556070,2016,56,15.0
3556070,2016,61,10.0
3556070,2016,62,50.0
3556070,2016,71,10.0
3556070,2016,72,25.0
3556070,2016,81,30.0
3556070,2016,91,30.0
3556073,2016,11,0.0
3556073,2016,21,15.0
3556073,2016,22,10.0
3556073,2016,23,10.0
3556073,2016,31-33,10.0
3556073,2016,41,0.0
3556073,2016,44-45,10.0
3556073,2016,48-49,0.0
3556073,2016,51,0.0
3556073,2016,52,0.0
3556073,2016,53,0.0
3556073,2016,54,10.0
3556073,2016,55,0.0
3556073,2016,56,10.0
3556073,2016,61,10.0
3556073,2016,62,10.0
3556073,2016,71,0.0
3556073,2016,72,15.0
3556073,2016,81,0.0
3556073,2016,91,0.0
3556076,2016,11,140.0
3556076,2016,21,40.0
3556076,2016,22,25.0
3556076,2016,23,225.0
3556076,2016,31-33,320.0
3556076,2016,41,70.0
3556076,2016,44-45,315.0
3556076,2016,48-49,185.0
3556076,2016,51,30.0
3556076,2016,52,80.0
3556076,2016,53,0.0
3556076,2016,54,60.0
3556076,2016,55,0.0
3556076,2016,56,55.0
3556076,2016,61,270.0
3556076,2016,62,380.0
3556076,2016,71,30.0
3556076,2016,72,140.0
3556076,2016,81,120.0
3556076,2016,91,95.0
3556077,2016,11,25.0
3556077,2016,21,15.0
3556077,2016,22,10.0
3556077,2016,23,20.0
3556077,2016,31-33,40.0
3556077,2016,41,0.0
3556077,2016,44-45,25.0
3556077,2016,48-49,20.0
3556077,2016,51,0.0
3556077,2016,52,15.0
3556077,2016,53,0.0
3556077,2016,54,0.0
3556077,2016,55,0.0
3556077,2016,56,0.0
3556077,2016,61,15.0
3556077,2016,62,40.0
3556077,2016,71,10.0
3556077,2016,72,15.0
3556077,2016,81,15.0
3556077,2016,91,25.0
3556092,2016,11,120.0
3556092,2016,21,70.0
3556092,2016,22,20.0
3556092,2016,23,100.0
3556092,2016,31-33,135.0
3556092,2016,41,15.0
3556092,2016,44-45,180.0
3556092,2016,48-49,100.0
3556092,2016,51,15.0
3556092,2016,52,45.0
3556092,2016,53,20.0
3556092,2016,54,30.0
3556092,2016,55,0.0
3556092,2016,56,35.0
3556092,2016,61,140.0
3556092,2016,62,255.0
3556092,2016,71,10.0
3556092,2016,72,45.0
3556092,2016,81,50.0
3556092,2016,91,90.0
3556093,2016,11,0.0
3556093,2016,21,0.0
3556093,2016,22,20.0
3556093,2016,23,35.0
3556093,2016,31-33,0.0
3556093,2016,41,10.0
3556093,2016,44-45,25.0
3556093,2016,48-49,0.0
3556093,2016,51,0.0
3556093,2016,52,0.0
3556093,2016,53,0.0
3556093,2016,54,0.0
3556093,2016,55,0.0
3556093,2016,56,10.0
3556093,2016,61,45.0
3556093,2016,62,120.0
3556093,2016,71,10.0
3556093,2016,72,0.0
3556093,2016,81,10.0
3556093,2016,91,30.0
3556094,2016,11,10.0
3556094,2016,21,25.0
3556094,2016,22,0.0
3556094,2016,23,35.0
3556094,2016,31-33,0.0
3556094,2016,41,0.0
3556094,2016,44-45,60.0
3556094,2016,48-49,20.0
3556094,2016,51,10.0
3556094,2016,52,0.0
3556094,2016,53,10.0
3556094,2016,54,10.0
3556094,2016,55,0.0
3556094,2016,56,20.0
3556094,2016,61,80.0
3556094,2016,62,155.0
3556094,2016,71,10.0
3556094,2016,72,25.0
3556094,2016,81,10.0
3556094,2016,91,100.0
3556095,2016,11,15.0
3556095,2016,21,0.0
3556095,2016,22,0.0
3556095,2016,23,10.0
3556095,2016,31-33,25.0
3556095,2016,41,10.0
3556095,2016,44-45,10.0
3556095,2016,48-49,10.0
3556095,2016,51,0.0
3556095,2016,52,0.0
3556095,2016,53,0.0
3556095,2016,54,0.0
3556095,2016,55,0.0
3556095,2016,56,0.0
3556095,2016,61,20.0
3556095,2016,62,20.0
3556095,2016,71,0.0
3556095,2016,72,0.0
3556095,2016,81,0.0
3556095,2016,91,20.0
3556102,2016,11,0.0
3556102,2016,21,0.0
3556102,2016,22,0.0
3556102,2016,23,10.0
3556102,2016,31-33,0.0
3556102,2016,41,0.0
3556102,2016,44-45,0.0
3556102,2016,48-49,0.0
3556102,2016,51,0.0
3556102,2016,52,0.0
3556102,2016,53,0.0
3556102,2016,54,0.0
3556102,2016,55,0.0
3556102,2016,56,10.0
3556102,2016,61,0.0
3556102,2016,62,0.0
3556102,2016,71,0.0
3556102,2016,72,0.0
3556102,2016,81,0.0
3556102,2016,91,10.0
3556106,2016,11,0.0
3556106,2016,21,10.0
3556106,2016,22,0.0
3556106,2016,23,25.0
3556106,2016,31-33,10.0
3556106,2016,41,35.0
3556106,2016,44-45,70.0
3556106,2016,48-49,80.0
3556106,2016,51,10.0
3556106,2016,52,15.0
3556106,2016,53,0.0
3556106,2016,54,25.0
3556106,2016,55,0.0
3556106,2016,56,20.0
3556106,2016,61,140.0
3556106,2016,62,170.0
3556106,2016,71,10.0
3556106,2016,72,20.0
3556106,2016,81,10.0
3556106,2016,91,50.0
3557001,2016,11,15.0
3557001,2016,21,0.0
3557001,2016,22,0.0
3557001,2016,23,30.0
3557001,2016,31-33,15.0
3557001,2016,41,10.0
3557001,2016,44-45,10.0
3557001,2016,48-49,10.0
3557001,2016,51,10.0
3557001,2016,52,0.0
3557001,2016,53,0.0
3557001,2016,54,10.0
3557001,2016,55,0.0
3557001,2016,56,10.0
3557001,2016,61,0.0
3557001,2016,62,10.0
3557001,2016,71,10.0
3557001,2016,72,0.0
3557001,2016,81,15.0
3557001,2016,91,10.0
3557004,2016,11,20.0
3557004,2016,21,0.0
3557004,2016,22,0.0
3557004,2016,23,15.0
3557004,2016,31-33,10.0
3557004,2016,41,0.0
3557004,2016,44-45,0.0
3557004,2016,48-49,10.0
3557004,2016,51,0.0
3557004,2016,52,0.0
3557004,2016,53,0.0
3557004,2016,54,0.0
3557004,2016,55,0.0
3557004,2016,56,10.0
3557004,2016,61,10.0
3557004,2016,62,0.0
3557004,2016,71,0.0
3557004,2016,72,0.0
3557004,2016,81,15.0
3557004,2016,91,10.0
3557006,2016,11,15.0
3557006,2016,21,0.0
3557006,2016,22,0.0
3557006,2016,23,15.0
3557006,2016,31-33,0.0
3557006,2016,41,0.0
3557006,2016,44-45,0.0
3557006,2016,48-49,0.0
3557006,2016,51,0.0
3557006,2016,52,0.0
3557006,2016,53,0.0
3557006,2016,54,10.0
3557006,2016,55,0.0
3557006,2016,56,0.0
3557006,2016,61,0.0
3557006,2016,62,0.0
3557006,2016,71,0.0
3557006,2016,72,25.0
3557006,2016,81,0.0
3557006,2016,91,10.0
3557008,2016,11,35.0
3557008,2016,21,15.0
3557008,2016,22,15.0
3557008,2016,23,60.0
3557008,2016,31-33,45.0
3557008,2016,41,10.0
3557008,2016,44-45,55.0
3557008,2016,48-49,35.0
3557008,2016,51,0.0
3557008,2016,52,10.0
3557008,2016,53,10.0
3557008,2016,54,25.0
3557008,2016,55,0.0
3557008,2016,56,35.0
3557008,2016,61,45.0
3557008,2016,62,40.0
3557008,2016,71,0.0
3557008,2016,72,30.0
3557008,2016,81,25.0
3557008,2016,91,35.0
3557011,2016,11,20.0
3557011,2016,21,10.0
3557011,2016,22,0.0
3557011,2016,23,65.0
3557011,2016,31-33,55.0
3557011,2016,41,10.0
3557011,2016,44-45,20.0
3557011,2016,48-49,65.0
3557011,2016,51,10.0
3557011,2016,52,0.0
3557011,2016,53,10.0
3557011,2016,54,0.0
3557011,2016,55,0.0
3557011,2016,56,30.0
3557011,2016,61,30.0
3557011,2016,62,80.0
3557011,2016,71,20.0
3557011,2016,72,35.0
3557011,2016,81,25.0
3557011,2016,91,65.0
3557014,2016,11,10.0
3557014,2016,21,0.0
3557014,2016,22,0.0
3557014,2016,23,35.0
3557014,2016,31-33,55.0
3557014,2016,41,0.0
3557014,2016,44-45,20.0
3557014,2016,48-49,15.0
3557014,2016,51,0.0
3557014,2016,52,10.0
3557014,2016,53,0.0
3557014,2016,54,15.0
3557014,2016,55,0.0
3557014,2016,56,15.0
3557014,2016,61,15.0
3557014,2016,62,45.0
3557014,2016,71,10.0
3557014,2016,72,10.0
3557014,2016,81,0.0
3557014,2016,91,25.0
3557016,2016,11,95.0
3557016,2016,21,0.0
3557016,2016,22,0.0
3557016,2016,23,20.0
3557016,2016,31-33,25.0
3557016,2016,41,0.0
3557016,2016,44-45,15.0
3557016,2016,48-49,30.0
3557016,2016,51,10.0
3557016,2016,52,0.0
3557016,2016,53,0.0
3557016,2016,54,0.0
3557016,2016,55,0.0
3557016,2016,56,15.0
3557016,2016,61,30.0
3557016,2016,62,30.0
3557016,2016,71,15.0
3557016,2016,72,10.0
3557016,2016,81,10.0
3557016,2016,91,25.0
3557019,2016,11,50.0
3557019,2016,21,10.0
3557019,2016,22,0.0
3557019,2016,23,50.0
3557019,2016,31-33,55.0
3557019,2016,41,0.0
3557019,2016,44-45,15.0
3557019,2016,48-49,15.0
3557019,2016,51,0.0
3557019,2016,52,15.0
3557019,2016,53,0.0
3557019,2016,54,0.0
3557019,2016,55,0.0
3557019,2016,56,10.0
3557019,2016,61,25.0
3557019,2016,62,10.0
3557019,2016,71,10.0
3557019,2016,72,15.0
3557019,2016,81,10.0
3557019,2016,91,30.0
3557021,2016,11,0.0
3557021,2016,21,15.0
3557021,2016,22,0.0
3557021,2016,23,15.0
3557021,2016,31-33,20.0
3557021,2016,41,10.0
3557021,2016,44-45,20.0
3557021,2016,48-49,10.0
3557021,2016,51,0.0
3557021,2016,52,10.0
3557021,2016,53,0.0
3557021,2016,54,10.0
3557021,2016,55,0.0
3557021,2016,56,20.0
3557021,2016,61,20.0
3557021,2016,62,0.0
3557021,2016,71,10.0
3557021,2016,72,15.0
3557021,2016,81,15.0
3557021,2016,91,20.0
3557026,2016,11,10.0
3557026,2016,21,0.0
3557026,2016,22,10.0
3557026,2016,23,0.0
3557026,2016,31-33,0.0
3557026,2016,41,0.0
3557026,2016,44-45,0.0
3557026,2016,48-49,10.0
3557026,2016,51,10.0
3557026,2016,52,0.0
3557026,2016,53,0.0
3557026,2016,54,0.0
3557026,2016,55,0.0
3557026,2016,56,0.0
3557026,2016,61,10.0
3557026,2016,62,10.0
3557026,2016,71,0.0
3557026,2016,72,0.0
3557026,2016,81,0.0
3557026,2016,91,20.0
3557028,2016,11,0.0
3557028,2016,21,15.0
3557028,2016,22,0.0
3557028,2016,23,40.0
3557028,2016,31-33,125.0
3557028,2016,41,10.0
3557028,2016,44-45,35.0
3557028,2016,48-49,30.0
3557028,2016,51,10.0
3557028,2016,52,25.0
3557028,2016,53,0.0
3557028,2016,54,10.0
3557028,2016,55,0.0
3557028,2016,56,0.0
3557028,2016,61,25.0
3557028,2016,62,100.0
3557028,2016,71,15.0
3557028,2016,72,20.0
3557028,2016,81,25.0
3557028,2016,91,20.0
3557035,2016,11,70.0
3557035,2016,21,15.0
3557035,2016,22,10.0
3557035,2016,23,55.0
3557035,2016,31-33,95.0
3557035,2016,41,30.0
3557035,2016,44-45,70.0
3557035,2016,48-49,45.0
3557035,2016,51,15.0
3557035,2016,52,10.0
3557035,2016,53,10.0
3557035,2016,54,20.0
3557035,2016,55,0.0
3557035,2016,56,20.0
3557035,2016,61,15.0
3557035,2016,62,70.0
3557035,2016,71,15.0
3557035,2016,72,60.0
3557035,2016,81,35.0
3557035,2016,91,15.0
3557038,2016,11,25.0
3557038,2016,21,65.0
3557038,2016,22,15.0
3557038,2016,23,155.0
3557038,2016,31-33,100.0
3557038,2016,41,15.0
3557038,2016,44-45,165.0
3557038,2016,48-49,65.0
3557038,2016,51,15.0
3557038,2016,52,10.0
3557038,2016,53,10.0
3557038,2016,54,20.0
3557038,2016,55,0.0
3557038,2016,56,50.0
3557038,2016,61,160.0
3557038,2016,62,260.0
3557038,2016,71,15.0
3557038,2016,72,170.0
3557038,2016,81,75.0
3557038,2016,91,125.0
3557039,2016,11,10.0
3557039,2016,21,10.0
3557039,2016,22,0.0
3557039,2016,23,15.0
3557039,2016,31-33,15.0
3557039,2016,41,0.0
3557039,2016,44-45,50.0
3557039,2016,48-49,20.0
3557039,2016,51,10.0
3557039,2016,52,0.0
3557039,2016,53,0.0
3557039,2016,54,0.0
3557039,2016,55,0.0
3557039,2016,56,0.0
3557039,2016,61,20.0
3557039,2016,62,15.0
3557039,2016,71,0.0
3557039,2016,72,45.0
3557039,2016,81,10.0
3557039,2016,91,15.0
3557040,2016,11,0.0
3557040,2016,21,0.0
3557040,2016,22,0.0
3557040,2016,23,25.0
3557040,2016,31-33,25.0
3557040,2016,41,0.0
3557040,2016,44-45,10.0
3557040,2016,48-49,20.0
3557040,2016,51,0.0
3557040,2016,52,0.0
3557040,2016,53,0.0
3557040,2016,54,10.0
3557040,2016,55,0.0
3557040,2016,56,0.0
3557040,2016,61,25.0
3557040,2016,62,25.0
3557040,2016,71,0.0
3557040,2016,72,10.0
3557040,2016,81,20.0
3557040,2016,91,0.0
3557041,2016,11,50.0
3557041,2016,21,235.0
3557041,2016,22,0.0
3557041,2016,23,220.0
3557041,2016,31-33,115.0
3557041,2016,41,50.0
3557041,2016,44-45,455.0
3557041,2016,48-49,210.0
3557041,2016,51,35.0
3557041,2016,52,40.0
3557041,2016,53,55.0
3557041,2016,54,80.0
3557041,2016,55,0.0
3557041,2016,56,95.0
3557041,2016,61,195.0
3557041,2016,62,805.0
3557041,2016,71,35.0
3557041,2016,72,335.0
3557041,2016,81,135.0
3557041,2016,91,250.0
3557051,2016,11,10.0
3557051,2016,21,20.0
3557051,2016,22,15.0
3557051,2016,23,80.0
3557051,2016,31-33,60.0
3557051,2016,41,20.0
3557051,2016,44-45,90.0
3557051,2016,48-49,20.0
3557051,2016,51,0.0
3557051,2016,52,20.0
3557051,2016,53,10.0
3557051,2016,54,40.0
3557051,2016,55,0.0
3557051,2016,56,40.0
3557051,2016,61,60.0
3557051,2016,62,135.0
3557051,2016,71,10.0
3557051,2016,72,55.0
3557051,2016,81,35.0
3557051,2016,91,60.0
3557061,2016,11,200.0
3557061,2016,21,215.0
3557061,2016,22,345.0
3557061,2016,23,2380.0
3557061,2016,31-33,3525.0
3557061,2016,41,725.0
3557061,2016,44-45,4570.0
3557061,2016,48-49,1165.0
3557061,2016,51,420.0
3557061,2016,52,860.0
3557061,2016,53,485.0
3557061,2016,54,1195.0
3557061,2016,55,15.0
3557061,2016,56,2250.0
3557061,2016,61,2715.0
3557061,2016,62,5355.0
3557061,2016,71,1190.0
3557061,2016,72,2845.0
3557061,2016,81,1380.0
3557061,2016,91,2505.0
3557066,2016,11,10.0
3557066,2016,21,10.0
3557066,2016,22,0.0
3557066,2016,23,55.0
3557066,2016,31-33,65.0
3557066,2016,41,10.0
3557066,2016,44-45,50.0
3557066,2016,48-49,10.0
3557066,2016,51,0.0
3557066,2016,52,0.0
3557066,2016,53,15.0
3557066,2016,54,10.0
3557066,2016,55,0.0
3557066,2016,56,10.0
3557066,2016,61,55.0
3557066,2016,62,60.0
3557066,2016,71,15.0
3557066,2016,72,30.0
3557066,2016,81,10.0
3557066,2016,91,75.0
3557071,2016,11,0.0
3557071,2016,21,20.0
3557071,2016,22,0.0
3557071,2016,23,45.0
3557071,2016,31-33,0.0
3557071,2016,41,0.0
3557071,2016,44-45,20.0
3557071,2016,48-49,20.0
3557071,2016,51,0.0
3557071,2016,52,0.0
3557071,2016,53,0.0
3557071,2016,54,10.0
3557071,2016,55,0.0
3557071,2016,56,25.0
3557071,2016,61,25.0
3557071,2016,62,80.0
3557071,2016,71,10.0
3557071,2016,72,15.0
3557071,2016,81,0.0
3557071,2016,91,60.0
3557072,2016,11,10.0
3557072,2016,21,0.0
3557072,2016,22,0.0
3557072,2016,23,10.0
3557072,2016,31-33,0.0
3557072,2016,41,0.0
3557072,2016,44-45,10.0
3557072,2016,48-49,10.0
3557072,2016,51,0.0
3557072,2016,52,0.0
3557072,2016,53,0.0
3557072,2016,54,0.0
3557072,2016,55,0.0
3557072,2016,56,10.0
3557072,2016,61,0.0
3557072,2016,62,40.0
3557072,2016,71,0.0
3557072,2016,72,0.0
3557072,2016,81,0.0
3557072,2016,91,25.0
3557073,2016,11,0.0
3557073,2016,21,0.0
3557073,2016,22,0.0
3557073,2016,23,15.0
3557073,2016,31-33,10.0
3557073,2016,41,0.0
3557073,2016,44-45,10.0
3557073,2016,48-49,0.0
3557073,2016,51,10.0
3557073,2016,52,0.0
3557073,2016,53,0.0
3557073,2016,54,10.0
3557073,2016,55,0.0
3557073,2016,56,10.0
3557073,2016,61,10.0
3557073,2016,62,55.0
3557073,2016,71,0.0
3557073,2016,72,20.0
3557073,2016,81,10.0
3557073,2016,91,30.0
3557074,2016,11,10.0
3557074,2016,21,0.0
3557074,2016,22,10.0
3557074,2016,23,60.0
3557074,2016,31-33,20.0
3557074,2016,41,0.0
3557074,2016,44-45,30.0
3557074,2016,48-49,20.0
3557074,2016,51,0.0
3557074,2016,52,0.0
3557074,2016,53,10.0
3557074,2016,54,10.0
3557074,2016,55,0.0
3557074,2016,56,15.0
3557074,2016,61,30.0
3557074,2016,62,80.0
3557074,2016,71,40.0
3557074,2016,72,45.0
3557074,2016,81,15.0
3557074,2016,91,55.0
3557076,2016,11,30.0
3557076,2016,21,150.0
3557076,2016,22,25.0
3557076,2016,23,100.0
3557076,2016,31-33,35.0
3557076,2016,41,25.0
3557076,2016,44-45,175.0
3557076,2016,48-49,55.0
3557076,2016,51,10.0
3557076,2016,52,30.0
3557076,2016,53,0.0
3557076,2016,54,25.0
3557076,2016,55,0.0
3557076,2016,56,50.0
3557076,2016,61,170.0
3557076,2016,62,170.0
3557076,2016,71,10.0
3557076,2016,72,180.0
3557076,2016,81,35.0
3557076,2016,91,200.0
3557078,2016,11,10.0
3557078,2016,21,10.0
3557078,2016,22,0.0
3557078,2016,23,0.0
3557078,2016,31-33,0.0
3557078,2016,41,0.0
3557078,2016,44-45,0.0
3557078,2016,48-49,0.0
3557078,2016,51,0.0
3557078,2016,52,0.0
3557078,2016,53,0.0
3557078,2016,54,0.0
3557078,2016,55,0.0
3557078,2016,56,0.0
3557078,2016,61,0.0
3557078,2016,62,0.0
3557078,2016,71,0.0
3557078,2016,72,10.0
3557078,2016,81,0.0
3557078,2016,91,10.0
3557079,2016,11,30.0
3557079,2016,21,90.0
3557079,2016,22,0.0
3557079,2016,23,10.0
3557079,2016,31-33,15.0
3557079,2016,41,0.0
3557079,2016,44-45,35.0
3557079,2016,48-49,10.0
3557079,2016,51,0.0
3557079,2016,52,10.0
3557079,2016,53,0.0
3557079,2016,54,0.0
3557079,2016,55,0.0
3557079,2016,56,0.0
3557079,2016,61,15.0
3557079,2016,62,35.0
3557079,2016,71,0.0
3557079,2016,72,20.0
3557079,2016,81,15.0
3557079,2016,91,10.0
3557091,2016,11,20.0
3557091,2016,21,30.0
3557091,2016,22,0.0
3557091,2016,23,40.0
3557091,2016,31-33,40.0
3557091,2016,41,40.0
3557091,2016,44-45,25.0
3557091,2016,48-49,30.0
3557091,2016,51,0.0
3557091,2016,52,10.0
3557091,2016,53,0.0
3557091,2016,54,0.0
3557091,2016,55,0.0
3557091,2016,56,0.0
3557091,2016,61,10.0
3557091,2016,62,20.0
3557091,2016,71,10.0
3557091,2016,72,25.0
3557091,2016,81,10.0
3557091,2016,91,25.0
3557095,2016,11,105.0
3557095,2016,21,25.0
3557095,2016,22,35.0
3557095,2016,23,350.0
3557095,2016,31-33,260.0
3557095,2016,41,55.0
3557095,2016,44-45,305.0
3557095,2016,48-49,165.0
3557095,2016,51,30.0
3557095,2016,52,55.0
3557095,2016,53,30.0
3557095,2016,54,100.0
3557095,2016,55,0.0
3557095,2016,56,115.0
3557095,2016,61,140.0
3557095,2016,62,370.0
3557095,2016,71,80.0
3557095,2016,72,290.0
3557095,2016,81,115.0
3557095,2016,91,170.0
3557096,2016,11,30.0
3557096,2016,21,0.0
3557096,2016,22,10.0
3557096,2016,23,10.0
3557096,2016,31-33,85.0
3557096,2016,41,10.0
3557096,2016,44-45,35.0
3557096,2016,48-49,165.0
3557096,2016,51,0.0
3557096,2016,52,10.0
3557096,2016,53,0.0
3557096,2016,54,0.0
3557096,2016,55,0.0
3557096,2016,56,15.0
3557096,2016,61,30.0
3557096,2016,62,110.0
3557096,2016,71,0.0
3557096,2016,72,25.0
3557096,2016,81,10.0
3557096,2016,91,15.0
3558001,2016,11,35.0
3558001,2016,21,30.0
3558001,2016,22,10.0
3558001,2016,23,115.0
3558001,2016,31-33,75.0
3558001,2016,41,35.0
3558001,2016,44-45,95.0
3558001,2016,48-49,75.0
3558001,2016,51,20.0
3558001,2016,52,30.0
3558001,2016,53,15.0
3558001,2016,54,65.0
3558001,2016,55,0.0
3558001,2016,56,50.0
3558001,2016,61,40.0
3558001,2016,62,130.0
3558001,2016,71,20.0
3558001,2016,72,90.0
3558001,2016,81,65.0
3558001,2016,91,65.0
3558003,2016,11,0.0
3558003,2016,21,0.0
3558003,2016,22,10.0
3558003,2016,23,35.0
3558003,2016,31-33,10.0
3558003,2016,41,0.0
3558003,2016,44-45,45.0
3558003,2016,48-49,10.0
3558003,2016,51,0.0
